1) 2knor = 3en + 2esk (Turkin et al., 1983)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-8.79 -8.79 0.0 0.0 0.0 984 984
-6.89 -6.89 0.0 0.0 0.0 984 984
-8.04 -8.04 0.0 0.0 0.0 984 984
-5.79 -5.79 0.0 0.0 0.0 984 984
-6.86 -6.86 0.0 0.0 0.0 984 984
-4.83 -4.83 0.0 0.0 0.0 984 984
-5.83 -5.83 0.0 0.0 0.0 984 984
-3.95 -3.95 0.0 0.0 0.0 984 984
-4.88 -4.88 0.0 0.0 0.0 984 984
-4.80 -4.80 0.0 0.0 0.0 984 984
-5.80 -5.80 0.0 0.0 0.0 984 984
-3.99 -3.99 0.0 0.0 0.0 984 984
-4.92 -4.92 0.0 0.0 0.0 984 984
-3.24 -3.24 0.0 0.0 0.0 984 984
-4.12 -4.12 0.0 0.0 0.0 984 984
-2.81 -2.81 0.0 0.0 0.0 984 984
-3.66 -3.66 0.0 0.0 0.0 984 984
-1.97 -1.97 0.0 0.0 0.0 984 984
-2.77 -2.77 0.0 0.0 0.0 984 984
1.75 1.75 0.0 0.0 0.0 984 984
1.20 1.20 0.0 0.0 0.0 984 984
2.71 2.71 0.0 0.0 0.0 984 984
2.22 2.22 0.0 0.0 0.0 984 984
-10.2 -10.28 0.0 0.0 0.0 842 842
-11.7 -11.74 0.0 0.0 0.0 842 842
-10.2 -10.20 0.0 0.0 0.0 842 842
-11.6 -11.66 0.0 0.0 0.0 842 842
-9.83 -9.83 0.0 0.0 0.0 842 842
-11.2 -11.27 0.0 0.0 0.0 842 842
-9.65 -9.65 0.0 0.0 0.0 842 842
-11.0 -11.07 0.0 0.0 0.0 842 842
-8.90 -8.90 0.0 0.0 0.0 842 842
-10.2 -10.26 0.0 0.0 0.0 842 842
-7.82 -7.82 0.0 0.0 0.0 842 842
-9.11 -9.11 0.0 0.0 0.0 842 842
-6.39 -6.39 0.0 0.0 0.0 842 842
-7.58 -7.58 0.0 0.0 0.0 842 842
-5.32 -5.32 0.0 0.0 0.0 842 842
-6.43 -6.43 0.0 0.0 0.0 842 842
-4.36 -4.36 0.0 0.0 0.0 842 842
-5.40 -5.40 0.0 0.0 0.0 842 842
-3.51 -3.51 0.0 0.0 0.0 842 842
-4.49 -4.49 0.0 0.0 0.0 842 842
-3.03 -3.03 0.0 0.0 0.0 842 842
-3.97 -3.97 0.0 0.0 0.0 842 842
-2.11 -2.11 0.0 0.0 0.0 842 842
-2.98 -2.98 0.0 0.0 0.0 842 842
-0.01 -0.01 0.0 0.0 0.0 842 842
-0.73 -0.73 0.0 0.0 0.0 842 842
0.92 0.92 0.0 0.0 0.0 842 842
0.26 0.26 0.0 0.0 0.0 842 842
1.68 1.68 0.0 0.0 0.0 842 842
1.08 1.08 0.0 0.0 0.0 842 842
2.55 2.55 0.0 0.0 0.0 842 842
2.00 2.00 0.0 0.0 0.0 842 842
3.48 3.48 0.0 0.0 0.0 842 842
2.99 2.99 0.0 0.0 0.0 842 842
5.51 5.51 0.0 0.0 0.0 842 842
5.13 5.13 0.0 0.0 0.0 842 842
-11.3 -11.33 0.0 0.0 0.0 743 743
-12.9 -12.94 0.0 0.0 0.0 743 743
-10.8 -10.85 0.0 0.0 0.0 743 743
-12.4 -12.43 0.0 0.0 0.0 743 743
-9.78 -9.78 0.0 0.0 0.0 743 743
-11.2 -11.28 0.0 0.0 0.0 743 743
-8.45 -8.45 0.0 0.0 0.0 743 743
-9.85 -9.85 0.0 0.0 0.0 743 743
-0.95 -0.95 0.0 0.0 0.0 743 743
-1.79 -1.79 0.0 0.0 0.0 743 743
-0.47 -0.47 0.0 0.0 0.0 743 743
-1.28 -1.28 0.0 0.0 0.0 743 743
0.60 0.60 0.0 0.0 0.0 743 743
-0.13 -0.13 0.0 0.0 0.0 743 743
1.56 1.56 0.0 0.0 0.0 743 743
0.89 0.89 0.0 0.0 0.0 743 743
2.89 2.89 0.0 0.0 0.0 743 743
2.31 2.31 0.0 0.0 0.0 743 743
4.38 4.38 0.0 0.0 0.0 743 743
3.89 3.89 0.0 0.0 0.0 743 743
5.74 5.74 0.0 0.0 0.0 743 743
5.33 5.33 0.0 0.0 0.0 743 743
-2.90 -2.90 0.0 0.0 0.0 646 646
-3.96 -3.96 0.0 0.0 0.0 646 646
-1.92 -1.92 0.0 0.0 0.0 646 646
-2.90 -2.90 0.0 0.0 0.0 646 646
-0.71 -0.71 0.0 0.0 0.0 646 646
-1.60 -1.60 0.0 0.0 0.0 646 646
0.35 0.35 0.0 0.0 0.0 646 646
-0.46 -0.46 0.0 0.0 0.0 646 646
1.43 1.43 0.0 0.0 0.0 646 646
0.70 0.70 0.0 0.0 0.0 646 646
2.70 2.70 0.0 0.0 0.0 646 646
2.06 2.06 0.0 0.0 0.0 646 646
3.65 3.65 0.0 0.0 0.0 646 646
3.07 3.07 0.0 0.0 0.0 646 646
4.82 4.82 0.0 0.0 0.0 646 646
4.31 4.31 0.0 0.0 0.0 646 646
5.39 5.39 0.0 0.0 0.0 646 646
4.91 4.91 0.0 0.0 0.0 646 646
-7.50 -7.50 0.0 0.0 0.0 547 547
-9.00 -9.00 0.0 0.0 0.0 547 547
-6.70 -6.70 0.0 0.0 0.0 547 547
-8.13 -8.13 0.0 0.0 0.0 547 547
-5.36 -5.36 0.0 0.0 0.0 547 547
-6.70 -6.70 0.0 0.0 0.0 547 547
-4.30 -4.30 0.0 0.0 0.0 547 547
-5.55 -5.55 0.0 0.0 0.0 547 547
-3.28 -3.28 0.0 0.0 0.0 547 547
-4.45 -4.45 0.0 0.0 0.0 547 547
-2.61 -2.61 0.0 0.0 0.0 547 547
-3.73 -3.73 0.0 0.0 0.0 547 547
-2.39 -2.39 0.0 0.0 0.0 547 547
-3.49 -3.49 0.0 0.0 0.0 547 547
-1.43 -1.43 0.0 0.0 0.0 547 547
-2.46 -2.46 0.0 0.0 0.0 547 547
-0.24 -0.24 0.0 0.0 0.0 547 547
-1.18 -1.18 0.0 0.0 0.0 547 547
1.02 1.02 0.0 0.0 0.0 547 547
0.18 0.18 0.0 0.0 0.0 547 547
2.73 2.73 0.0 0.0 0.0 547 547
2.02 2.02 0.0 0.0 0.0 547 547
5.79 5.79 0.0 0.0 0.0 547 547
5.27 5.27 0.0 0.0 0.0 547 547
6.71 6.71 0.0 0.0 0.0 547 547
6.25 6.25 0.0 0.0 0.0 547 547

6) 8trov + H2 = 7trot + H2S (Lin 1976)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-0.47 -0.70 0.0 0.0 0.0 800 800
-0.48 -0.75 0.0 0.0 0.0 800 800
-0.57 -0.85 0.0 0.0 0.0 800 800
-0.46 -0.75 0.0 0.0 0.0 800 800
-0.42 -0.73 0.0 0.0 0.0 800 800

7) 16trov = 14trot + S2 (Toulmin and Barton 1964)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
2.62 2.62 0.0 0.0 0.0 897 897
2.60 2.60 0.0 0.0 0.0 909 909
-0.51 -0.51 0.0 0.0 0.0 875 875
-0.51 -0.51 0.0 0.0 0.0 926 926
-0.51 -0.51 0.0 0.0 0.0 644 644
-0.51 -0.51 0.0 0.0 0.0 747 747
-0.49 -0.49 0.0 0.0 0.0 338 338
-0.50 -0.50 0.0 0.0 0.0 417 417
-1.07 -1.07 0.0 0.0 0.0 798 798
-1.06 -1.06 0.0 0.0 0.0 840 840
-1.20 -1.20 0.0 0.0 0.0 540 540
-1.19 -1.19 0.0 0.0 0.0 559 559
-1.79 -1.79 0.0 0.0 0.0 748 748
-1.77 -1.77 0.0 0.0 0.0 765 765
-1.80 -1.80 0.0 0.0 0.0 732 732
-1.79 -1.79 0.0 0.0 0.0 748 748
-2.20 -2.20 0.0 0.0 0.0 438 438
-2.06 -2.06 0.0 0.0 0.0 521 521
-2.73 -2.73 0.0 0.0 0.0 895 895
-2.70 -2.70 0.0 0.0 0.0 913 913
-3.18 -3.18 0.0 0.0 0.0 641 641
-2.81 -2.81 0.0 0.0 0.0 840 840
-3.59 -3.59 0.0 0.0 0.0 603 603
-3.55 -3.55 0.0 0.0 0.0 618 618
-4.60 -4.60 0.0 0.0 0.0 804 804
-4.39 -4.39 0.0 0.0 0.0 881 881
-5.01 -5.01 0.0 0.0 0.0 681 681
-4.97 -4.97 0.0 0.0 0.0 692 692
-5.24 -5.24 0.0 0.0 0.0 744 744
-5.03 -5.03 0.0 0.0 0.0 805 805
-6.30 -6.30 0.0 0.0 0.0 895 895
-6.25 -6.25 0.0 0.0 0.0 909 909
-6.69 -6.69 0.0 0.0 0.0 801 801
-6.62 -6.62 0.0 0.0 0.0 817 817
-7.71 -7.71 0.0 0.0 0.0 615 615
-7.63 -7.63 0.0 0.0 0.0 626 626
-6.47 -6.47 0.0 0.0 0.0 688 688
-6.47 -6.47 0.0 0.0 0.0 687 687
-6.90 -6.90 0.0 0.0 0.0 692 692
-6.81 -6.81 0.0 0.0 0.0 709 709
0.26 0.26 0.0 0.0 0.0 897 897
0.26 0.26 0.0 0.0 0.0 909 909
0.37 0.37 0.0 0.0 0.0 721 721
0.36 0.36 0.0 0.0 0.0 730 730
0.64 0.64 0.0 0.0 0.0 433 433
0.61 0.61 0.0 0.0 0.0 460 460
-2.20 -2.20 0.0 0.0 0.0 860 860
-2.20 -2.20 0.0 0.0 0.0 867 867
-2.43 -2.43 0.0 0.0 0.0 686 686
-2.40 -2.40 0.0 0.0 0.0 701 701
-3.94 -3.94 0.0 0.0 0.0 902 902
-3.94 -3.94 0.0 0.0 0.0 906 906
-4.06 -4.06 0.0 0.0 0.0 851 851
-4.04 -4.04 0.0 0.0 0.0 858 858
-4.47 -4.47 0.0 0.0 0.0 702 702
-4.46 -4.46 0.0 0.0 0.0 706 706
-5.93 -5.93 0.0 0.0 0.0 389 389
-5.84 -5.84 0.0 0.0 0.0 403 403
-5.78 -5.78 0.0 0.0 0.0 874 874
-5.77 -5.77 0.0 0.0 0.0 877 877
-6.00 -6.00 0.0 0.0 0.0 814 814
-6.00 -6.00 0.0 0.0 0.0 815 815
-6.23 -6.23 0.0 0.0 0.0 760 760
-6.18 -6.18 0.0 0.0 0.0 770 770
-6.54 -6.54 0.0 0.0 0.0 692 692
-6.49 -6.49 0.0 0.0 0.0 702 702
-6.66 -6.66 0.0 0.0 0.0 670 670
-6.60 -6.60 0.0 0.0 0.0 681 681
-7.62 -7.62 0.0 0.0 0.0 515 515
-7.54 -7.54 0.0 0.0 0.0 527 527

8) 14trot + S2 = 16trov (Toulmin and Barton 1964)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
12.56 12.56 0.0 0.0 0.0 753 753
12.76 12.76 0.0 0.0 0.0 733 733
12.53 12.53 0.0 0.0 0.0 746 746
12.73 12.73 0.0 0.0 0.0 726 726
11.89 11.89 0.0 0.0 0.0 710 710
12.09 12.09 0.0 0.0 0.0 690 690
11.53 11.53 0.0 0.0 0.0 687 687
11.73 11.73 0.0 0.0 0.0 667 667
11.15 11.15 0.0 0.0 0.0 658 658
11.35 11.35 0.0 0.0 0.0 638 638
10.50 10.50 0.0 0.0 0.0 612 612
10.69 10.69 0.0 0.0 0.0 592 592
10.49 10.49 0.0 0.0 0.0 609 609
10.68 10.68 0.0 0.0 0.0 589 589
9.94 9.94 0.0 0.0 0.0 565 565
10.13 10.13 0.0 0.0 0.0 545 545
9.37 9.37 0.0 0.0 0.0 524 524
9.56 9.56 0.0 0.0 0.0 504 504
9.38 9.38 0.0 0.0 0.0 518 518
9.58 9.58 0.0 0.0 0.0 498 498
8.90 8.90 0.0 0.0 0.0 487 487
9.09 9.09 0.0 0.0 0.0 467 467
8.47 8.47 0.0 0.0 0.0 453 453
8.66 8.66 0.0 0.0 0.0 433 433
8.07 8.07 0.0 0.0 0.0 421 421
8.26 8.26 0.0 0.0 0.0 401 401
8.04 8.04 0.0 0.0 0.0 410 410
8.23 8.23 0.0 0.0 0.0 390 390
7.77 7.77 0.0 0.0 0.0 391 391
7.96 7.96 0.0 0.0 0.0 371 371
7.39 7.39 0.0 0.0 0.0 364 364
7.58 7.58 0.0 0.0 0.0 344 344
7.07 7.07 0.0 0.0 0.0 339 339
7.26 7.26 0.0 0.0 0.0 319 319
7.02 7.02 0.0 0.0 0.0 335 335
7.21 7.21 0.0 0.0 0.0 315 315

9) 2trot + S2 = 2pyr (Toulmin and Barton 1964)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
2.01 2.01 0.0 0.0 0.0 753 753
2.04 2.04 0.0 0.0 0.0 733 733
1.99 1.99 0.0 0.0 0.0 746 746
2.03 2.03 0.0 0.0 0.0 726 726
1.84 1.84 0.0 0.0 0.0 710 710
1.87 1.87 0.0 0.0 0.0 690 690
1.76 1.76 0.0 0.0 0.0 687 687
1.79 1.79 0.0 0.0 0.0 667 667
1.67 1.67 0.0 0.0 0.0 658 658
1.70 1.70 0.0 0.0 0.0 638 638
1.54 1.54 0.0 0.0 0.0 612 612
1.57 1.57 0.0 0.0 0.0 592 592
1.54 1.54 0.0 0.0 0.0 609 609
1.56 1.56 0.0 0.0 0.0 589 589
1.44 1.44 0.0 0.0 0.0 565 565
1.46 1.46 0.0 0.0 0.0 545 545
1.34 1.34 0.0 0.0 0.0 524 524
1.37 1.37 0.0 0.0 0.0 504 504
1.34 1.34 0.0 0.0 0.0 518 518
1.37 1.37 0.0 0.0 0.0 498 498
1.27 1.27 0.0 0.0 0.0 487 487
1.30 1.30 0.0 0.0 0.0 467 467
1.21 1.21 0.0 0.0 0.0 453 453
1.24 1.24 0.0 0.0 0.0 433 433
1.16 1.16 0.0 0.0 0.0 421 421
1.19 1.19 0.0 0.0 0.0 401 401
1.16 1.16 0.0 0.0 0.0 410 410
1.19 1.19 0.0 0.0 0.0 390 390
1.13 1.13 0.0 0.0 0.0 391 391
1.16 1.16 0.0 0.0 0.0 371 371
1.09 1.09 0.0 0.0 0.0 364 364
1.12 1.12 0.0 0.0 0.0 344 344
1.06 1.06 0.0 0.0 0.0 339 339
1.09 1.09 0.0 0.0 0.0 319 319
1.06 1.06 0.0 0.0 0.0 335 335
1.09 1.09 0.0 0.0 0.0 315 315

10) iron + H2S = tro + H2 (Rosenqvist 1954)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
8.80 8.80 0.0 0.0 0.0 512 488
7.22 7.22 0.0 0.0 0.0 712 688
5.70 5.70 0.0 0.0 0.0 912 888
6.30 6.30 0.0 0.0 0.0 812 788
7.02 7.02 0.0 0.0 0.0 712 688
7.75 7.75 0.0 0.0 0.0 612 588
6.27 6.27 0.0 0.0 0.0 812 788
5.25 5.25 0.0 0.0 0.0 1000 976
6.38 6.38 0.0 0.0 0.0 807 783
6.99 6.99 0.0 0.0 0.0 707 683
5.24 5.24 0.0 0.0 0.0 996 972
5.75 5.75 0.0 0.0 0.0 912 888
5.15 5.15 0.0 0.0 0.0 1000 976

11) en = pren (Atlas 1952; Chen & Presnall 1975)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.0 0.0 975 995
0.0 0.0 0.0 8.0 8.0 1313 1417

12) diam = gph (Kennedy & Kennedy 1976)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 47.0 46.0 1100 1100
0.0 0.0 0.0 50.0 49.0 1200 1200
0.0 0.0 0.0 53.0 52.0 1300 1300
0.0 0.0 0.0 56.0 54.0 1400 1400
0.0 0.0 0.0 58.0 57.0 1500 1500
0.0 0.0 0.0 60.0 59.0 1600 1600

13) q = trd (Ostrovsky, 1966)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.0 0.0 864 870
0.0 0.0 0.0 1.0 1.0 1040 1090

14) trd = crst (Ostrovsky, 1966)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 0.0 0.0 1465 1475
0.0 0.0 0.0 1.0 1.0 1220 1260

15) q = crst (Ostrovsky, 1966; Jackson, 1976)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 2.2 1.6 1300 1300
0.0 0.0 0.0 7.0 7.0 1730 1730
0.0 0.0 0.0 5.0 5.0 1690 1690

16) coe = q (Bose & Ganguly, 1995)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 27.6 26.9 500 500
0.0 0.0 0.0 28.4 27.6 600 600
0.0 0.0 0.0 29.0 28.3 700 700
0.0 0.0 0.0 29.8 29.0 800 800
0.0 0.0 0.0 30.3 29.6 900 900
0.0 0.0 0.0 31.1 29.9 1000 1000
0.0 0.0 0.0 31.7 30.9 1100 1100
0.0 0.0 0.0 32.6 31.8 1200 1200

17) stv = coe (Zhang et al., 1996)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 90.6 87.0 1100 1100
0.0 0.0 0.0 93.2 90.4 1200 1200
0.0 0.0 0.0 96.3 93.0 1300 1300
0.0 0.0 0.0 99.8 96.1 1400 1400

18) arag = cc (Crawford & Hoersch, 1972)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 4.1 3.7 70 70
0.0 0.0 0.0 4.1 4.1 70 90
0.0 0.0 0.0 4.5 4.0 100 100
0.0 0.0 0.0 5.3 4.7 142 142

19) arag = cc (Johannes & Puhan, 1971)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 7.0 7.0 280 320
0.0 0.0 0.0 9.0 9.0 380 420
0.0 0.0 0.0 11.0 11.0 460 500
0.0 0.0 0.0 13.0 13.0 540 580
0.0 0.0 0.0 15.0 15.0 600 640

20) arag = cc (Goldsmith & Newton, 1969)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 9.5 8.5 400 400
0.0 0.0 0.0 10.5 9.5 450 450
0.0 0.0 0.0 11.7 11.0 500 500
0.0 0.0 0.0 13.0 12.0 550 550
0.0 0.0 0.0 14.4 13.6 600 600
0.0 0.0 0.0 16.1 15.0 650 650
0.0 0.0 0.0 18.0 18.0 725 775
0.0 0.0 0.0 20.7 17.0 750 750

21) arag = cc (Irving & Wyllie, 1973)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 20.0 19.0 800 800
0.0 0.0 0.0 25.6 24.7 950 950
0.0 0.0 0.0 30.5 29.5 1100 1100

22) arag + mag = dol (Morlidge et al 2006)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 48.0 45.0 620 620
0.0 0.0 0.0 54.0 54.0 720 800
0.0 0.0 0.0 63.0 63.0 900 950
0.0 0.0 0.0 72.0 72.0 1050 1100

23) arag + sid = ank (Morlidge et al 2006)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 45.0 45.0 740 800
0.0 0.0 0.0 54.0 54.0 850 920
0.0 0.0 0.0 63.0 63.0 950 1000
0.0 0.0 0.0 72.0 72.0 1020 1050

24) cen = en (Boyd & England 1965)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 5.0 5.0 620 680
0.0 0.0 0.0 20.0 20.0 640 700
0.0 0.0 0.0 30.0 30.0 690 720
0.0 0.0 0.0 40.0 40.0 720 750

25) hen = en (Pacalo & Gasparik 1990)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 82.0 77.0 950 950
0.0 0.0 0.0 87.0 82.0 1100 1100
0.0 0.0 0.0 94.0 77.0 1300 1300
0.0 0.0 0.0 99.0 93.0 1500 1500
0.0 0.0 0.0 105.0 95.0 1700 1700
0.0 0.0 0.0 110.0 95.0 2200 2200
0.0 0.0 0.0 95.0 80.0 2400 2400

26) hen = cen (Angel et al 1992)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 80.0 55.0 27.0 27.0

27) mwd + stv = hen (Sawamoto 1987, Kanzaki 1987)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 160.0 155.0 1000 1000
0.0 0.0 0.0 170.0 160.0 1200 1200
0.0 0.0 0.0 180.0 160.0 1400 1400
0.0 0.0 0.0 180.0 160.0 1600 1600

28) mwd = fo (Katsura & Ito 1989; Fei & Bertka 1999)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 145.0 135.0 1260 1260
0.0 0.0 0.0 150.0 140.0 1480 1480
0.0 0.0 0.0 155.0 145.0 1700 1700

29) mrw = mwd (Katsura & Ito 1989; Fei et al 2004)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 195.0 185.0 1260 1260
0.0 0.0 0.0 215.0 205.0 1700 1700
0.0 0.0 0.0 228.0 225.0 2173 2173

30) 2mak = mwd + stv (Sawamoto 1987, Kanzaki 1987)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 195.0 182.0 1100 1100

31) 4mpv = maj (Katsura & Ito 1989, Ohtani 1991)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 230.0 200.0 1700 1700
0.0 0.0 0.0 220.0 215.0 1800 1800
0.0 0.0 0.0 220.0 205.0 2000 2000

32) mpv = mak (Katsura & Ito 1989, Ohtani 1991)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 255.0 225.0 1025 1025
0.0 0.0 0.0 250.0 220.0 1225 1225
0.0 0.0 0.0 245.0 215.0 1425 1425
0.0 0.0 0.0 240.0 210.0 1625 1625
0.0 0.0 0.0 230.0 220.0 1800 1800
0.0 0.0 0.0 235.0 205.0 1825 1825
0.0 0.0 0.0 230.0 200.0 1925 1925

33) mpv = mak (Ito & Takahashi 1989)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 250.0 235.0 1000 1000
0.0 0.0 0.0 245.0 230.0 1300 1300
0.0 0.0 0.0 236.0 223.0 1600 1600

34) frw = fa (Yagi et al 1987; Akimoto et al 1965, 1967)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
0.0 0.0 0.0 40.0 36.0 500 500
0.0 0.0 0.0 49.0 45.0 800 800
0.0 0.0 0.0 55.0 51.0 1000 1000
0.0 0.0 0.0 60.0 56.0 1200 1200

35) fwd = fa (Fei & Bertka 1999; Frost 2003; Katsura & Ito 1989; Akimoto 1987)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-1.29 -1.29 0.0 130.0 125.0 1200 1200
-1.13 -1.13 0.0 133.0 127.0 1400 1400

36) fwd = fa (Fei & Bertka 1999; Frost 2003; Katsura & Ito 1989; Akimoto 1987)
ln_K(low) ln_K(high) x(CO2) P(low) P(high) T(low) T(high)
-1.29 -1.29 0.0 130.0 125.0 1200 1200
-1.13 -1.13 0.0 133.0 127.0 1400 1400

