code,parent_code,name,level
C_INCM,,Intert/metal waste for treatment: incineration,0
C_INCT,,Textiles waste for treatment: incineration,0
C_INCW,,Wood waste for treatment: incineration,0
C_INCO,,Oil/hazardous waste for treatment: incineration,0
C_BIOF,,Food waste for treatment: biogasification and land application,0
C_BIOP,,Paper waste for treatment: biogasification and land application,0
C_BIOS,,Sewage sludge for treatment: biogasification and land application,0
C_COMF,,Food waste for treatment: composting and land application,0
C_COMW,,Paper and wood waste for treatment: composting and land application,0
C_WASF,,Food waste for treatment: waste water treatment,0
C_WASO,,Other waste for treatment: waste water treatment,0
C_LANF,,Food waste for treatment: landfill,0
C_LANP,,Paper for treatment: landfill,0
C_LANL,,Plastic waste for treatment: landfill,0
C_LANI,,Inert/metal/hazardous waste for treatment: landfill,0
C_LANT,,Textiles waste for treatment: landfill,0
C_LANW,,Wood waste for treatment: landfill,0
C_ORGA,,Membership organisation services n.e.c. (91),0
C_RECR,,Recreational; cultural and sporting services (92),0
C_OSER,,Other services (93),0
C_PRHH,,Private households with employed persons (95),0
C_EXTO,,Extra-territorial organizations and bodies,0
